Class,F1,F2,F3,F4,F5_1,F5_2,F6_1,F6_2,F7_1,F7_2,F7_3,F7_4,F7_5,F7_6,F7_7,F7_8,F7_9,F7_10,F7_11,F7_12,F7_13,F7_14,F7_15,F7_16,F7_17,F7_18,F7_19,F7_20,F7_21,F7_22,F7_23,F7_24,F7_25,F7_26,F7_27,F7_28,F7_29,F7_30,F7_31,F7_32,F7_33,F7_34,F7_35,F7_36,F7_37,F7_38,F7_39,F7_40,F7_41,F7_42,F7_43,F7_44,F7_45,F8_1,F8_2,F8_3,F8_4,F8_5,F8_6,F8_7,F8_8,F8_9,F8_10,F8_11,F8_12,F8_13,F8_14,F8_15,F8_16,F8_17,F8_18,F8_19,F8_20,F8_21,F8_22,F8_23,F8_24,F8_25,F8_26,F8_27,F8_28,F8_29,F8_30,F8_31,F8_32,F8_33,F8_34,F8_35,F8_36,F8_37,F8_38,F8_39,F8_40,F8_41,F8_42,F8_43,F8_44,F9_1,F9_2,F9_3,F9_4,F9_5,F9_6,F9_7,F9_8,F9_9,F10,F11
0,70.90909091,1.871818182,38.98181818,2.13E-07,0.188459046,0.190636087,0.142376932,0.34219378,1045.17544,1044.49098,-0.257272727,-0.123636364,1.8,-0.597272727,0.262727273,0.704545455,-0.061818182,0.345454545,-0.145454545,0.894545455,-0.473636364,0.16,0.782727273,-0.5,0.254545455,10.32818182,4.430909091,1.845454545,0.238181818,7.536363636,0.671818182,0.591818182,-0.770909091,-0.187272727,0.035454545,0.428181818,0.945454545,-4.323636364,1.017272727,0.111818182,0.17,0.506363636,0.515454545,0.294545455,0.345454545,-0.140909091,0.27,0.074545455,0.188181818,10.73727072,11.37805009,11.03970219,10.92383565,0.256968881,-0.50122076,-1.159692966,-1.850667992,-2.559258628,0.163483,-0.48226314,-1.01354125,-1.713680313,-2.726480529,0.192467561,-0.221648119,-0.812613199,-1.411696925,-2.487424517,0.104328238,-0.484659421,-0.971154753,-1.410667643,-2.065740715,0.106659761,-0.482583815,-0.95454925,-1.338180474,-2.057940124,0.138586397,-0.488638038,-1.04209022,-1.808830479,-2.73507946,0.307742792,-0.249919266,-0.864580099,-1.456802222,-2.398930816,0.163483,-0.48226314,-1.01354125,-1.713680313,-2.726480529,0.385511563,-0.199186264,-0.845580651,-1.605845713,2.909090909,0.103636364,0.629090909,0.354,0.003636364,-0.190909091,0.216363636,-0.092727273,-0.15,5.320324318,-0.228181818
0,70.90909091,1.460909091,38.98181818,2.13E-07,0.427863862,0.406163302,0.107327201,0.343635174,1071.21034,1070.4954,-0.162727273,-0.063636364,1.590909091,-0.577272727,0.338181818,0.963636364,-0.035454545,0.181818182,-0.172727273,1.058181818,-0.300909091,0.083636364,0.783636364,-0.327272727,0.090909091,10.44272727,4.502727273,1.481818182,0.342727273,6.654545455,0.685454545,0.59,-0.579090909,0.022727273,0.095454545,0.156363636,1.709090909,-3.945454545,1.187272727,0.010909091,0.082727273,0.431818182,0.303636364,0.320909091,0.220909091,-0.009090909,0.208181818,0.259090909,0.127272727,8.589918552,9.297350707,9.760654629,9.012100562,-0.648253723,-0.989809858,-1.247866155,-1.87002857,-2.651121801,-0.745615852,-0.982342566,-1.105244039,-1.731461987,-2.801067086,-0.776886952,-0.981474472,-1.053659971,-1.450231039,-2.564164383,-0.804771183,-0.984744527,-1.062914258,-1.429008181,-2.145177391,-0.802439659,-0.982668922,-1.046308755,-1.356521013,-2.137376799,-0.770506507,-0.98865799,-1.133198798,-1.820722758,-2.755640765,-0.653980704,-0.965272007,-1.066339109,-1.49120658,-2.4923455,-0.745615852,-0.982342566,-1.105244039,-1.731461987,-2.801067086,-0.583845007,-0.959033181,-1.086832726,-1.646400134,3.490909091,0.252727273,0.744545455,0.419,-0.189090909,-0.181818182,0.214545455,-0.015454545,0.103636364,4.370236667,-0.065454545
1,70.90909091,1.876363636,38.98181818,1.42E-07,0.178597472,0.370098021,0.185731951,0.338182056,1050.19194,1049.5063,-0.25,-0.152727273,1.845454545,-0.434545455,0.258181818,0.799090909,0.029090909,0.345454545,-0.209090909,0.815454545,-0.535454545,0.253636364,0.805454545,-0.518181818,0.254545455,10.33363636,4.355454545,2.081818182,0.22,7.727272727,0.65,0.580909091,-0.809090909,-0.187272727,0.006363636,0.117272727,0.9,-4.226363636,0.953636364,0.15,0.082727273,0.547272727,0.303636364,0.297272727,0.220909091,-0.191666667,0.244166667,-0.1275,-0.0725,8.747831707,9.69502246,10.34378761,9.293812263,-0.648243723,-0.989709868,-1.246867154,-1.860127579,-2.56021271,-0.745607909,-0.98226314,-1.104450341,-1.723581303,-2.72747953,-0.776879008,-0.981395046,-1.052866273,-1.442350355,-2.490576827,-0.804762671,-0.984659421,-1.062063843,-1.420568633,-2.066739716,-0.802431148,-0.982583815,-1.045458341,-1.348081464,-2.058939125,-0.770504512,-0.988638038,-1.132999311,-1.818731469,-2.736078461,-0.653970704,-0.965172017,-1.065340108,-1.48130559,-2.401436409,-0.745607909,-0.98226314,-1.104450341,-1.723581303,-2.72747953,-0.583835007,-0.958933191,-1.085833725,-1.636499143,2.927272727,0.079090909,0.573636364,0.370090909,0.017272727,-0.3,0.208181818,-0.198181818,0.004545455,4.370215387,-0.283636364
1,70.90909091,1.385454545,38.98181818,1.42E-07,0.185731951,0.338182056,0.11579118,0.337236825,1085.23724,1084.51105,-0.13,-0.051818182,1.536363636,-0.664545455,0.365454545,1.004545455,-0.076363636,0.118181818,-0.181818182,1.058181818,-0.319090909,0.102727273,0.788181818,-0.318181818,0.027272727,10.48454545,4.539090909,1.363636364,0.382727273,6.427272727,0.695454545,0.593636364,-0.557272727,0.047272727,0.107272727,0.139090909,1.563636364,-3.929090909,1.223636364,0.011818182,0.082727273,0.412727273,0.303636364,0.300909091,0.220909091,-0.045454545,0.242727273,0.053636364,0.286363636,5.829329217,6.161176682,5.997538639,6.099957678,-0.648253723,-0.989809858,-1.247866155,-1.87002857,-2.651121801,-0.745615852,-0.982342566,-1.105244039,-1.731461987,-2.801067086,-0.776886952,-0.981474472,-1.053659971,-1.450231039,-2.564164383,-0.804771183,-0.984744527,-1.062914258,-1.429008181,-2.145177391,-0.802439659,-0.982668922,-1.046308755,-1.356521013,-2.137376799,-0.770506507,-0.98865799,-1.133198798,-1.820722758,-2.755640765,-0.653980704,-0.965272007,-1.066339109,-1.49120658,-2.4923455,-0.745615852,-0.982342566,-1.105244039,-1.731461987,-2.801067086,-0.583845007,-0.959033181,-1.086832726,-1.646400134,3.527272727,0.291818182,0.744545455,0.427272727,-0.200909091,-0.154545455,0.215454545,0.002727273,0.138181818,4.370236667,-0.115454545
1,35.45454545,1.417272727,10.77272727,1.26E-07,0.13616007,0.492791435,0.287097936,0.258392865,912.05374,911.5076,-0.180909091,-0.124545455,1.9,0.599090909,0.068181818,1.054545455,0.421818182,0.618181818,-0.336363636,1.172727273,-1.190909091,0.204545455,0.71,-1.045454545,0.318181818,9.866363636,3.591818182,3.109090909,-0.245454545,7.936363636,0.551818182,0.541818182,-0.595454545,-0.363636364,-0.050909091,-0.303636364,0.027272727,-2.54,1.186363636,0.08,0.173636364,0.486363636,0.548181818,0.306363636,0.374545455,0.072727273,0.256363636,0.221818182,-0.060909091,11.00085582,11.65178158,11.50883056,11.20186413,1.131975871,0.983777868,0.759224373,0.220598762,-0.151149984,1.088552334,1.003129813,0.940968963,0.606927477,0.075509557,1.111619765,1.009308679,0.976371351,0.796194456,0.253555849,1.044915078,1.004402546,0.997840716,0.974152953,0.773117405,1.047056495,1.004596507,0.997418424,0.970102776,0.761752312,1.078983131,0.998542284,0.909877454,0.499452772,0.084612976,1.105872232,1.005133745,0.941010625,0.605322088,0.060245466,1.088552334,1.003129813,0.940968963,0.606927477,0.075509557,1.215711112,1.01961576,0.941315112,0.593601814,3.1,-0.052727273,0.824545455,0.401,0.15,-0.527272727,0.192727273,-0.236363636,-0.118181818,8.590952553,0.588181818
1,80,1.980909091,75.94545455,1.28E-06,0.380636714,0.106098171,0.385637985,0.304202478,1051.16434,1050.53455,-0.078181818,-0.042727273,1.545454545,-0.539090909,0.3,0.854545455,-0.024545455,0.209090909,-0.109090909,0.945454545,-0.145454545,0.090909091,0.8,-0.072727273,0.118181818,10.37727273,4.663636364,0.745454545,0.384545455,6.472727273,0.766363636,0.596363636,-0.600909091,0.000909091,0.116363636,0.095454545,1.372727273,-4.115454545,1.038181818,0.030909091,0.066363636,0.388181818,0.213636364,0.257272727,0.147272727,0.233333333,0.3,0.2425,0.334166667,6.741096324,7.550325393,7.760048896,7.300178669,-0.648133834,-0.988611877,-1.235977163,-1.759417488,-1.97030262,-0.74510391,-0.977245639,-1.056417492,-1.386668408,-1.864162632,-0.776561327,-0.978227204,-1.022057541,-1.200546518,-1.715544365,-0.804099496,-0.978066671,-0.999797405,-1.019817313,-1.169863642,-0.801963631,-0.97792824,-1.000774832,-1.029403299,-1.235077596,-0.770036996,-0.983982462,-1.088315802,-1.500053304,-1.912216933,-0.653866833,-0.964134207,-1.055051169,-1.386531203,-1.864148906,-0.745103842,-0.977244956,-1.056410654,-1.38660004,-1.863479759,-0.583508979,-0.955681892,-1.054191293,-1.38644507,4.163636364,0.325454545,0.665454545,0.398363636,-0.153636364,-0.209090909,0.233636364,-0.062727273,0.22,4.370250715,-0.311818182
1,80,1.530909091,-12.88181818,2.13E-07,0.09070216,0.258688572,0.13616007,0.492791435,1165.35734,1164.62912,0.009090909,-0.074545455,1.818181818,-0.363636364,0.394545455,1.290909091,0.157272727,-0.045454545,-0.236363636,1.441818182,-0.479090909,0.080909091,0.785454545,-0.436363636,-0.090909091,10.64454545,4.640909091,-0.254545455,0.619090909,7.609090909,0.687272727,0.592727273,-0.294545455,0.11,-0.031818182,-0.032727273,1.845454545,-4.574545455,1.174545455,-0.121818182,0.162727273,-0.052727273,0.429090909,0.069090909,0.266363636,0.036363636,0.304545455,0.03,0.211818182,8.750028338,9.700015683,10.51000125,9.299988891,1.250963538,1.000092454,0.760904074,0.220668342,-0.152132022,1.181297428,1.014762629,0.941678985,0.602219172,0.031588439,1.149841588,1.013796837,0.976196599,0.789910986,0.195258473,1.15313063,1.017371739,0.998610663,0.968755948,0.72302812,1.15235076,1.01721999,0.997864731,0.961793164,0.683327634,1.162410664,1.008802167,0.910729179,0.497566841,0.06506121,1.255210095,1.025825004,0.942552881,0.599502531,0.006645499,1.181297496,1.014763312,0.941685822,0.60228754,0.032271312,1.215711012,1.01961476,0.941305112,0.593501824,4.527272727,0.318181818,1.014545455,0.449545455,-0.276363636,-0.009090909,0.208181818,0.259090909,0.127272727,8.589918552,-0.219090909
1,80,2.382727273,52.29090909,6.38E-07,0.124402133,0.374711343,0.100937323,0.586179124,1193.37074,1192.63527,0.012727273,-0.168181818,2.136363636,-0.524545455,0.392727273,1.222727273,0.203636364,-0.045454545,-0.2,1.37,-0.569090909,0.096363636,0.829090909,-0.490909091,-0.090909091,10.67727273,4.752727273,-0.390909091,0.745454545,8.945454545,0.692727273,0.603636364,-0.401818182,0.117272727,-0.125454545,-0.167272727,2.072727273,-5.52,1.104545455,-0.121818182,0.146363636,-0.052727273,0.339090909,0.069090909,0.192727273,-0.390909091,0.181818182,-0.126363636,-0.090909091,6.069002482,6.487527052,6.880657044,6.41430708,1.250973438,1.000191444,0.761893075,0.230469342,-0.062221932,1.18130049,1.01479325,0.941985113,0.605271491,0.061242868,1.149843142,1.013812369,0.976351901,0.79146175,0.210544007,1.153133548,1.017400919,0.998902385,0.971665361,0.751363195,1.15235076,1.01721999,0.997864731,0.961793164,0.683327634,1.162410664,1.008802167,0.910729179,0.497566841,0.06506121,1.255213976,1.025863813,0.942940829,0.603367827,0.043933002,1.181300627,1.014794618,0.941998788,0.605408228,0.062608614,1.215720912,1.01971375,0.942294113,0.603302824,4.590909091,0.320909091,0.964545455,0.423818182,-0.255454545,0.072727273,0.206363636,0.258181818,0.17,8.74544205,-0.168181818
0,55,3.8175,66.5375,2.41E-12,0.272926111,0.217696673,0.268137985,0.946002445,1750.98094,1749.93866,-0.235,-0.41625,2.83125,0.060625,0.1575,0.9625,0.43625,0.3375,-0.3125,1.063125,-1.14375,0.355625,0.938125,-1.01875,0.30625,11.015,4.60625,1.34375,0.5,11.85625,0.69125,0.625,-0.91,-0.086875,-0.386875,-0.201875,1.1875,-6.756875,0.911875,-0.06625,0.201875,0.08,0.459375,0.14625,0.2575,0.090909091,0.317272727,0.359090909,0.739090909,3.574483594,3.424715082,2.797158331,3.431312016,3.250973238,3.000189444,2.761873076,2.230269362,1.935780066,3.18130029,3.01479125,2.941965113,2.605071511,2.059244866,3.149843078,3.013811737,2.976345577,2.791398506,2.209911752,3.153133482,3.017400257,2.998895763,2.971599137,2.750701152,3.152350127,3.017213666,2.997801488,2.961160908,2.677023015,3.162410031,3.008795843,2.910665935,2.496934585,2.058756592,3.255213776,3.025861813,2.94292083,2.603167847,2.041935,3.181300564,3.014793985,2.941992463,2.605344984,2.061976358,3.215720712,3.01971175,2.942274113,2.603102844,4.075,-0.16,0.74875,0.37325,0.005625,-0.1125,0.19375,-0.03375,-0.134375,11.5390289,0.07
1,107,1.699,45.52,1.98E-05,0.239329903,0.458375548,0.322087052,0.377340946,978.11304,977.51817,0.038,0.004,1.72,-1,0.395,0.99,-0.171,0.17,-0.07,1.133,0.22,0.024,0.748,0.23,0.07,10.52,4.911,-0.28,0.599,7.2,0.736,0.598,-0.47,0.16,0.251,0.022,2.35,-4.034,1.184,0.01,0.073,0.306,0.235,0.186,0.162,0.463636364,0.319090909,0.471818182,0.764545455,5.510747421,5.82404764,5.080553513,5.637322447,-0.648133834,-0.988611877,-1.235977163,-1.759417488,-1.97030262,-0.74510391,-0.977245639,-1.056417492,-1.386668408,-1.864162632,-0.776561327,-0.978227204,-1.022057541,-1.200546518,-1.715544365,-0.804099496,-0.978066671,-0.999797405,-1.019817313,-1.169863642,-0.801963631,-0.97792824,-1.000774832,-1.029403299,-1.235077596,-0.770036996,-0.983982462,-1.088315802,-1.500053304,-1.912216933,-0.653866833,-0.964134207,-1.055051169,-1.386531203,-1.864148906,-0.745103842,-0.977244956,-1.056410654,-1.38660004,-1.863479759,-0.583508979,-0.955681892,-1.054191293,-1.38644507,4.57,0.528,0.798,0.4141,-0.334,-0.14,0.25,0.119,0.36,4.370250715,-0.287
1,97.27272727,1.273636364,42.29090909,6.38E-07,0.512959775,0.442248236,0.185008912,0.329757985,1125.28964,1124.58658,0.188181818,0.111818182,1.227272727,-1.331818182,0.521818182,1.140909091,-0.348181818,-0.072727273,-0.018181818,1.290909091,0.454545455,-0.108181818,0.722727273,0.463636364,-0.163636364,10.83636364,5.285454545,-1.090909091,0.698181818,5.136363636,0.811818182,0.623636364,-0.220909091,0.32,0.336363636,-0.108181818,2.818181818,-3.736363636,1.326363636,-0.093636364,0.066363636,0.122727273,0.213636364,0.116363636,0.147272727,-0.14,0.25,0.119,0.36,4.370250715,4.184406257,3.979125652,4.316869728,-0.648133834,-0.988611877,-1.235977163,-1.759417488,-1.97030262,-0.74510391,-0.977245639,-1.056417492,-1.386668408,-1.864162632,-0.776561327,-0.978227204,-1.022057541,-1.200546518,-1.715544365,-0.804099496,-0.978066671,-0.999797405,-1.019817313,-1.169863642,-0.801963631,-0.97792824,-1.000774832,-1.029403299,-1.235077596,-0.770036996,-0.983982462,-1.088315802,-1.500053304,-1.912216933,-0.653866833,-0.964134207,-1.055051169,-1.386531203,-1.864148906,-0.745103842,-0.977244956,-1.056410654,-1.38660004,-1.863479759,-0.583508979,-0.955681892,-1.054191293,-1.38644507,5.027272727,0.710909091,0.909090909,0.467363636,-0.441818182,-0.036363636,0.272727273,0.230909091,0.485454545,4.370250715,-0.28
0,61.81818182,0.893636364,-0.445454545,1.42E-07,0.273956446,0.547305038,0.380636714,0.106098171,1071.19504,1070.5284,-0.079090909,0.082727273,1.381818182,-0.329090909,0.305454545,1.009090909,-0.079090909,0.109090909,-0.163636364,1.157272727,-0.195454545,0.073636364,0.747272727,-0.236363636,0.018181818,10.62090909,4.530909091,0.863636364,0.39,5.772727273,0.717272727,0.59,-0.27,0.126363636,0.190909091,-0.192727273,2.190909091,-3.199090909,1.197272727,0.147272727,0.088181818,0.430909091,0.274545455,0.283636364,0.186363636,-0.372727273,0.207272727,-0.130909091,-0.212727273,11.16626925,11.82306268,11.80440782,11.37571612,-0.529165966,-0.972495272,-1.236275464,-1.778949909,-2.151104838,-0.652364941,-0.965674068,-1.056319726,-1.397481351,-1.967392608,-0.73834261,-0.973770112,-1.022542896,-1.209931516,-1.80441281,-0.695889779,-0.965155839,-0.999610903,-1.031033144,-1.276623076,-0.696669367,-0.965304756,-1.000328524,-1.037712912,-1.313502275,-0.686609463,-0.973722579,-1.087464077,-1.501939235,-1.931768698,-0.504536731,-0.943520566,-1.05428481,-1.400081351,-1.992323878,-0.652364941,-0.965674068,-1.056319726,-1.397481351,-1.967392608,-0.583528879,-0.955880872,-1.056179296,-1.40614706,4.381818182,0.399090909,0.814545455,0.443363636,-0.24,-0.209090909,0.237272727,0.024545455,0.18,4.531386805,-0.143636364
0,160,-0.723636364,64.72727273,3.83E-06,0.090013338,0.236890146,0.272926111,0.217696673,1003.25274,1002.62257,0.680909091,0.389090909,-0.609090909,-1.824545455,0.750909091,1.368181818,-0.378181818,-0.672727273,0.163636364,1.380909091,1.390909091,-0.340909091,0.614545455,1.545454545,-0.672727273,11.20545455,5.654545455,-2.718181818,1.107272727,-2.545454545,1.023636364,0.644545455,0.467272727,0.444545455,0.517272727,0.049090909,2.663636364,-1.17,1.455454545,-0.240909091,0.073636364,-0.465454545,0.164545455,-0.224545455,0.090909091,-0.172727273,0.180909091,-0.162727273,-0.274545455,5.076707576,5.292189821,4.847081897,5.231570982,1.031113142,0.972881159,0.760091614,0.240188563,0.029657977,1.014971003,0.995311373,0.940797521,0.613052679,0.135809472,1.038035347,1.001459377,0.975891419,0.799248178,0.284435102,1.002162536,1.000014265,0.997980988,0.979960225,0.830114109,1.00138003,0.999836168,0.996971644,0.970371043,0.764899835,1.011433418,0.99135319,0.909185164,0.499696461,0.087758041,1.014971003,0.995311373,0.940797521,0.613052679,0.135809472,1.014971071,0.995312057,0.940804359,0.613121047,0.136492346,1.014971003,0.995311373,0.940797521,0.613052679,5.836363636,0.909090909,0.972727273,0.578454545,-0.508181818,0.263636364,0.312727273,0.475454545,0.69,9.750040517,-0.559090909
1,61.81818182,1.804545455,-8.163636364,8.50E-07,0.335138452,0.221035139,0.167096165,0.518515462,1080.25474,1079.58758,0.140909091,-0.029090909,1.636363636,-0.996363636,0.349090909,0.990909091,-0.125454545,0.063636364,-0.072727273,1.122727273,-0.098181818,0.020909091,0.725454545,0.027272727,0.018181818,10.8,5.011818182,-0.336363636,0.682727273,6.845454545,0.791818182,0.619090909,-0.286363636,0.202727273,0.079090909,-0.493636364,2.518181818,-3.864545455,1.12,-0.064545455,0.146363636,0.072727273,0.339090909,0.137272727,0.192727273,-0.209090909,0.233636364,-0.062727273,0.22,4.370250715,4.184406257,3.979125652,4.316869728,1.250983438,1.000291434,0.762892076,0.240370332,0.028687159,1.181308434,1.014872677,0.94277881,0.613152175,0.134830424,1.149851085,1.013891796,0.977145599,0.799342433,0.284131564,1.15314206,1.017486025,0.9997528,0.980104909,0.82980087,1.152359271,1.017305097,0.998715145,0.970232712,0.761765309,1.162412659,1.008822119,0.910928665,0.49955813,0.084623514,1.255223976,1.025963803,0.94393983,0.613268817,0.134842093,1.18130857,1.014874044,0.942792486,0.613288912,0.13619617,1.215730912,1.01981374,0.943293114,0.613203814,4.7,0.371818182,0.790909091,0.437545455,-0.175454545,0.027272727,0.264545455,0.126363636,0.284545455,9.598864755,-0.026363636
1,61.81818182,1.416363636,53.50909091,4.25E-07,0.206763741,0.210628355,0.224688254,0.102195615,1107.27734,1106.58726,0.299090909,0.027272727,0.727272727,-0.945454545,0.486363636,1.275454545,-0.190909091,-0.418181818,-0.081818182,1.232727273,-0.098181818,-0.082727273,0.697272727,-0.027272727,-0.545454545,10.55545455,4.898181818,-0.5,0.503636364,3.045454545,0.754545455,0.605454545,0.022727273,0.228181818,0.135454545,-0.299090909,2.509090909,-3.753636364,1.233636364,-0.106363636,0.073636364,-0.264545455,0.164545455,-0.158181818,0.090909091,-0.018181818,0.296363636,0.167272727,0.517272727,3.574483594,3.424715082,2.797158331,3.431312016,1.031113142,0.972881159,0.760091614,0.240188563,0.029657977,1.014971003,0.995311373,0.940797521,0.613052679,0.135809472,1.038035347,1.001459377,0.975891419,0.799248178,0.284435102,1.002162536,1.000014265,0.997980988,0.979960225,0.830114109,1.00138003,0.999836168,0.996971644,0.970371043,0.764899835,1.011433418,0.99135319,0.909185164,0.499696461,0.087758041,1.014971003,0.995311373,0.940797521,0.613052679,0.135809472,1.014971071,0.995312057,0.940804359,0.613121047,0.136492346,1.014971003,0.995311373,0.940797521,0.613052679,4.518181818,0.479090909,0.868181818,0.484090909,-0.24,-0.072727273,0.235454545,0.147272727,0.299090909,9.750040517,0.141818182
0,70.90909091,-0.126363636,84.05454545,2.36E-08,0.234878052,0.261191381,0.234878052,0.261191381,1147.36934,1146.50895,0.401818182,0.289090909,-0.290909091,-1.840909091,0.765454545,1.29,-0.527272727,-0.718181818,0.090909091,1.344545455,0.601818182,-0.249090909,0.672727273,0.590909091,-0.763636364,11.12272727,5.555454545,-1.1,0.947272727,-1.218181818,0.878181818,0.642727273,0.307272727,0.44,0.331818182,-0.888181818,2.9,-2.692727273,1.398181818,-0.060909091,-0.000909091,-0.075454545,0.01,-0.014545455,0.010909091,-0.345454545,0.193636364,-0.391818182,-0.210909091,4.531404128,4.258172546,4.256725976,4.537984081,-0.749126352,-1.000805557,-1.247987915,-1.860239769,-2.56022393,-0.819200246,-0.990191628,-1.105721609,-1.728389104,-2.7704216,-0.850472923,-0.989339307,-1.054295204,-1.44872808,-2.548570664,-0.847526643,-0.989161988,-1.063065708,-1.426110322,-2.116515762,-0.848116124,-0.987429261,-1.046755535,-1.356252745,-2.134229277,-0.83805622,-0.995847084,-1.133891087,-1.820479069,-2.7524957,-0.744885814,-0.975133188,-1.066940161,-1.487341284,-2.454068996,-0.819200246,-0.990191628,-1.105721609,-1.728389104,-2.7704216,-0.784595016,-0.983436559,-1.088339317,-1.636750269,4.754545455,0.846363636,0.947272727,0.538909091,-0.416363636,0.272727273,0.28,0.379090909,0.571818182,3.999638491,-0.321818182
0,44.54545455,3.238181818,52.94545455,9.45E-08,0.142376932,0.34219378,0.24053418,0.224409908,1017.06344,1016.48867,-0.491818182,-0.291818182,2.790909091,0.45,-0.067272727,0.561818182,0.397272727,0.609090909,-0.263636364,0.588181818,-1.310909091,0.504545455,0.895454545,-1.209090909,0.518181818,10.13090909,3.835454545,3.436363636,0.148181818,11.68181818,0.570909091,0.560909091,-1.07,-0.450909091,-0.291818182,-0.525454545,0.136363636,-5.252727273,0.614545455,0.459090909,0.071818182,0.878181818,0.184545455,0.419090909,0.112727273,-0.154545455,0.240909091,0.075454545,0.044545455,10.00272331,10.80539353,11.50883868,10.40537193,-0.529146066,-0.972296292,-1.234287462,-1.759247919,-1.970285657,-0.652353936,-0.965564019,-1.0552199,-1.386548348,-1.864150623,-0.738333114,-0.973675153,-1.021593896,-1.200500068,-1.71553972,-0.69587835,-0.965041552,-0.998468766,-1.019684183,-1.169850326,-0.696660855,-0.965219649,-0.99947811,-1.029273364,-1.2350646,-0.686607468,-0.973702627,-1.08726459,-1.499947946,-1.912206394,-0.504522851,-0.943381767,-1.05289786,-1.386315066,-1.864127284,-0.652353867,-0.965563336,-1.055213063,-1.38647998,-1.86346775,-0.583508979,-0.955681892,-1.054191293,-1.38644507,2.690909091,-0.24,0.413636364,0.280272727,0.348181818,-0.345454545,0.193636364,-0.391818182,-0.210909091,4.531404128,-0.234545455
0,35.45454545,3.697272727,-9.745454545,7.08E-08,0.182852618,0.177969027,0.335138452,0.221035139,1177.28754,1176.57882,-0.205454545,-0.332727273,3.063636364,-0.48,0.168181818,1.043636364,0.193636364,0.154545455,-0.236363636,1.13,-1.327272727,0.203636364,0.839090909,-1.227272727,0.109090909,10.28727273,4.488181818,0.990909091,0.448181818,12.82727273,0.560909091,0.59,-0.846363636,-0.120909091,-0.259090909,-0.64,1.536363636,-6.568181818,0.791818182,-0.21,0.140909091,0.142727273,0.368181818,0.252727273,0.227272727,-0.236363636,0.234545455,-0.126363636,0.217272727,3.665955558,3.550064328,2.848770138,3.502385515,1.13199567,0.983975848,0.761202375,0.240200763,0.028670196,1.088558459,1.003191057,0.941581219,0.613032115,0.134818415,1.111622871,1.009339744,0.976681954,0.799295983,0.284126918,1.044920914,1.004460906,0.998424161,0.979971779,0.829787554,1.047056495,1.004596507,0.997418424,0.970102776,0.761752312,1.078983131,0.998542284,0.909877454,0.499452772,0.084612976,1.105879994,1.005211363,0.941786522,0.613052679,0.134820471,1.088558596,1.003192424,0.941594894,0.613168852,0.136184161,1.215730912,1.01981374,0.943293114,0.613203814,3.463636364,-0.020909091,0.794545455,0.347454545,0.037272727,0.009090909,0.194545455,0.059090909,-0.061818182,9.598763023,0.374545455
1,35.45454545,1.381818182,0.418181818,4.25E-07,0.287097936,0.258392865,0.124402133,0.374711343,1009.22154,1008.41909,0.12,-0.034545455,0.772727273,-1.098181818,0.418181818,0.85,-0.137272727,0.081818182,0.009090909,1.043636364,-0.149090909,-0.129090909,0.702727273,-0.063636364,-0.090909091,10.53727273,4.955454545,1.118181818,0.397272727,3.236363636,0.767272727,0.612727273,-0.365454545,-0.016363636,0.081818182,-0.868181818,1.654545455,-3.223636364,1.019090909,-0.049090909,0.067272727,0.252727273,0.203636364,0.201818182,0.136363636,-0.381818182,0.237272727,-0.170909091,0.087272727,4.13741273,3.927560327,3.752606319,4.091316099,0.13189578,-0.017022153,-0.248688615,-0.850608338,-1.470330803,0.088057623,-0.001794822,-0.106135502,-0.72072847,-1.697845053,0.111306775,0.006187751,-0.053968313,-0.440925468,-1.475303881,0.04426069,-0.002102332,-0.063547244,-0.417837016,-1.038422425,0.046589295,-5.59E-05,-0.047233464,-0.348259261,-1.058956907,0.078515931,-0.006110129,-0.134774434,-0.818909265,-1.736096244,0.105780104,0.004213362,-0.068104468,-0.477756422,-1.364180528,0.088057691,-0.001794138,-0.106128664,-0.720660102,-1.69716218,0.215414884,0.016662431,-0.087350316,-0.626949269,3.836363636,0.269090909,0.735454545,0.427090909,-0.022727273,-0.045454545,0.242727273,0.053636364,0.286363636,5.829329217,0.128181818
0,52.72727273,1.693636364,-12.94545455,7.56E-07,0.595970976,0.642243334,0.427863862,0.406163302,941.14174,940.58177,-0.124545455,-0.212727273,1.972727273,0.4,0.039090909,0.927272727,0.33,0.509090909,-0.336363636,0.991818182,-0.8,0.366363636,0.718181818,-0.636363636,0.381818182,10.34363636,3.878181818,2.445454545,0.150909091,8.245454545,0.624545455,0.561818182,-0.627272727,-0.201818182,-0.081818182,-0.02,0.536363636,-3.189090909,1.004545455,0.068181818,0.253636364,0.160909091,0.673636364,0.092727273,0.42,0.009090909,0.250909091,0.16,-0.103636364,11.00085582,11.65178158,11.50883056,11.20186413,3.031093142,2.972681179,2.758093612,2.220386583,1.847839795,3.014964678,2.995248129,2.940165266,2.60674806,2.074502612,3.038032177,3.001427679,2.975574491,2.796083408,2.253231778,3.002156633,2.999955243,2.99739092,2.974075174,2.772781917,3.001379398,2.999829843,2.996908401,2.969738788,2.758595217,3.011432786,2.991346866,2.90912192,2.499064206,2.081453422,3.014963041,2.995231755,2.940001624,2.605122108,2.059236465,3.014964747,2.995248813,2.940172103,2.606816429,2.075185486,3.014951003,2.995111393,2.938799519,2.593250699,3.472727273,-0.270909091,0.698181818,0.398090909,0.168181818,-0.372727273,0.207272727,-0.130909091,-0.212727273,11.16626925,0.3
